222569,137483,6325,538,1622,5,6,4,239,0,0,0,3,53719,81957,7443,2817,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,62787,3,75,0
229442,117942,10161,3054,4769,0,99,1,1018,0,0,0,0,43539,79193,11817,9208,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,67345,1,9,0
228615,125419,7044,2042,3585,3,82,1,1248,0,0,0,6,50396,78766,7965,6012,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,66370,0,38,0
221114,128165,10378,1359,3923,0,14,1,536,0,0,0,1,49001,78118,11791,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67187,1,0,0
222574,134043,7046,904,2354,0,34,1,379,0,0,0,4,52461,79980,9088,3778,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,64932,2,15,0
225413,124786,9007,2027,3316,0,47,1,685,0,0,0,2,47645,77971,11778,6930,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,67966,4,17,0
228015,125754,7396,1992,3262,1,63,5,1039,0,0,0,5,51082,78795,8138,5514,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,66493,3,38,0
232460,109253,11420,3965,6911,1,177,5,2594,0,0,0,10,40646,77605,12454,11683,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,68328,4,74,0
223607,123595,10364,2691,5137,17,150,18,1566,0,0,0,21,44116,80535,11598,8469,0,0,1,0,1,0,0,0,10,1,2,0,0,1,0,65566,0,134,0
222208,130741,9104,1145,3164,0,38,0,458,0,0,0,1,49141,79156,10769,5497,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,66152,0,21,0
223414,132593,7781,1323,2849,2,41,0,535,0,0,0,6,49438,81504,9224,5035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63841,1,12,0
232122,107583,12325,4623,7993,10,209,21,2662,0,0,0,28,36803,79140,13168,13206,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,67474,7,201,0
221782,128146,9840,2192,3605,4,71,0,881,0,0,0,6,46206,79733,11871,7141,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,66096,4,15,0
227435,109974,12385,4427,7559,4,178,10,2549,0,0,0,19,40202,77860,13189,12722,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,68956,7,112,0
225218,141907,3035,507,805,1,44,0,325,0,2,0,3,54362,84196,4913,1758,0,0,2,0,0,0,0,0,11,1,0,0,0,1,0,60494,0,15,0
227939,112663,12198,3682,6957,7,128,13,1780,0,0,0,13,41563,79115,12770,11137,0,0,1,0,0,0,0,0,12,1,0,0,0,1,0,67493,9,118,0
